ID,Aircraft,Community,Clock,Industrial,Shipping,Vehicular,NoiseLevel,NoiseLevelSquare,Comprehensibility,Intelligibility,UEQKPI,Attractiveness,UEQComprehensibility,Dependability,Efficiency,ContentQuality,ContentTrustworthiness,Acoustics,PeakPupilListen,MeanPupilListen,PrepeakPupilListen,PeakPupilSize,MeanPupilSpeak,PrepeakPupilSpeak,IntelligibilityTransformer,Time,Sex,Age,Bachelor,Master,Doctorate,CS,Economy,Management,Engeneering,Cet4,Cet6,Round,RoundBreak
22377260,0,0,0,0,0,1,66,4356,0.8125,0.763986014,14.14285714,7,7,7,7,6.5,7,5.5,0.083753352,-0.724352952,-0.974148047,0.973044243,0.434000018,0.442586811,0.973091543,4650,0,18,1,0,0,0,0,1,0,460,507,18,6
21377348,0,0,0,0,1,0,70,4900,0.6875,0.913793103,12.53571429,5.75,6.75,6.5,6.5,6.25,6.75,6.25,0.621995632,-0.451312264,-0.720157186,1.960078854,-0.057800687,-0.14366982,0.973309159,4891,1,20,1,0,0,0,0,1,0,524,507,14,2
21377003,0,0,0,1,0,0,58,3364,0.8125,0.896313364,16.10714286,6.5,7,7,7,6.75,7,5.75,1.084603077,-0.357376573,-0.428200616,1.624010973,0.619772409,0.620315425,0.966184616,3133,0,20,1,0,0,1,0,0,0,524,487,19,7
22377028,0,0,0,1,0,0,62,3844,0.75,0.5,7.428571429,6,5.75,5,5.75,5,5.5,5.75,0.50529135,-0.016928308,-0.304661782,2.004348511,-0.038458853,0.257455519,0.636249661,3398,0,20,1,0,0,0,1,0,0,598,507,14,2
21377369,0,0,1,0,0,0,62,3844,0.875,0.966666667,7.678571429,4.25,7,7,5.5,3.75,6,3.75,-0.683244604,-1.022172373,-1.366864873,0.607315444,-0.710359819,-0.692145018,0.990891516,4353,0,19,1,0,0,0,1,0,0,605,528,15,3
21377369,0,0,0,0,1,0,62,3844,0.75,0.84,-1.571428571,1.25,6.25,5.25,3.5,4.5,5.75,1,0.153394324,-1.095047693,-0.993610657,0.74972207,-0.468336688,-0.585991298,0.980210841,4353,0,19,1,0,0,0,1,0,0,605,528,18,6
21377187,0,0,0,0,1,0,70,4900,0.625,0.982142857,9.285714286,5.75,6,5.75,6,6,6,3.25,0.482056434,-0.88346156,-0.861727173,1.206800098,-0.227073201,-0.097598315,0.966774344,3829,1,21,1,0,0,0,1,0,0,590,507,22,10
22377028,0,0,1,0,0,0,66,4356,0.875,0.588235294,7.785714286,5,5.5,6,5.75,5.25,6,5.75,0.201517652,-0.350165368,-0.836926131,1.654348381,0.169127703,0.294599447,0.767225504,3398,0,20,1,0,0,0,1,0,0,598,507,13,1
21377151,0,0,0,0,0,1,62,3844,0.6875,0.847527473,-3.321428571,1.25,4.5,5.5,3.25,3.25,4,1.75,0.026806177,-0.952584094,-1.043732435,1.538932782,0.316005901,0.132500741,0.864879012,3626,1,20,1,0,0,1,0,0,0,482,507,13,1
22377142,0,0,0,1,0,0,66,4356,0.625,0.694252874,-7.607142857,2,1.75,6,2.5,1.5,2.25,2,0.660351987,-0.484046968,-0.610830477,2.030423209,0.468778405,0.824118535,0.902100623,3819,1,20,1,0,0,0,1,0,0,519,507,14,2
21377369,1,0,0,0,0,0,62,3844,0.625,0.870428422,7.607142857,3.75,7,6.75,5.25,4.5,6.75,3.25,0.331402606,-0.274715595,-0.447939905,1.123539463,0.290298876,-0.157616373,0.949926853,4353,0,19,1,0,0,0,1,0,0,605,528,7,7
21377225,0,0,0,0,0,1,58,3364,0.75,0.697115385,5.25,4,6,5.25,5,6,6.25,2.5,1.541564835,0.255768895,0.267736467,2.020267716,-0.122311822,0.183724112,0.674326003,4985,0,20,1,0,0,1,0,0,0,625,605,1,1
22377084,0,1,0,0,0,0,66,4356,0.5625,0.710227273,0.607142857,4.25,4,4.5,4.75,4,4.5,3,1.511892561,-0.487015854,-0.270114034,0.714177184,0.113711728,-0.061149091,0.684401751,3935,1,18,1,0,0,1,0,0,0,400,507,7,7
22377053,0,1,0,0,0,0,66,4356,0.625,1,10.60714286,4.75,6.75,6.5,6.75,5.5,7,1.75,1.735150827,0.619359475,0.432333397,1.441181766,-0.159706733,-0.05380563,0.862818241,5311,0,19,1,0,0,0,1,0,0,529,507,6,6
22377028,0,1,0,0,0,0,62,3844,0.75,0.957272727,5.857142857,5,5,5,5.5,5,5.25,5.75,0.993970777,0.291359721,0.094284907,2.334537313,0.562764838,1.265420729,0.944077253,3398,0,20,1,0,0,0,1,0,0,598,507,11,11
21377187,0,0,0,0,1,0,58,3364,0.8125,0.981481481,7.5,4.75,6,6,5.75,6,6,2,0.956434105,-0.203959243,-0.667179947,1.872246552,0.689962697,0.574830746,0.968114376,3829,1,21,1,0,0,0,1,0,0,590,507,3,3
21377185,0,0,0,0,1,0,58,3364,0.8125,0.914545455,1.964285714,4.75,7,6.25,4.5,3.25,3.75,1.25,0.724721108,0.23383635,0.31265994,0.985208699,0.174989288,0.302949332,0.946184397,3361,1,20,1,0,0,0,0,1,0,500,507,9,9
21377335,0,0,0,0,0,1,70,4900,0.5625,0.854166667,7.535714286,2.75,6.75,6,5,6.5,6.25,3,1.228166428,-0.138331888,0.190308182,1.102585581,-0.030313982,0.121750232,0.962941408,4139,1,20,1,0,0,0,1,0,0,456,507,24,12
21377185,0,1,0,0,0,0,66,4356,0.6875,0.583333333,8.892857143,4.75,6.75,7,6,4.75,5.75,3.25,0.479334247,-0.552926484,-0.437439015,0.354753225,-0.438290177,-0.730234221,0.816351116,3361,1,20,1,0,0,0,0,1,0,500,507,8,8
21377187,0,0,0,0,0,1,66,4356,0.6875,0.901515152,9.821428571,6,6,6,6,5.75,6,3.75,0.106507444,-0.529290406,-0.870484663,2.076492494,0.993421473,0.761331497,0.980348408,3829,1,21,1,0,0,0,1,0,0,590,507,8,8
21377184,0,0,0,0,0,1,66,4356,0.6875,0.5625,9.642857143,6.25,6,7,6.5,7,6,5.5,0.941686577,0.499925118,0.237785319,1.655593346,0.604008675,0.718209351,0.60738945,3538,1,21,1,0,0,1,0,0,0,486,507,15,3
21377225,0,0,0,1,0,0,58,3364,0.6875,0.854545455,7.857142857,5.75,6.25,6.5,5.75,4.75,5.75,4.75,-0.086024962,-0.931076343,-1.004602602,1.991545543,-0.247958592,0.094856341,0.811602831,4985,0,20,1,0,0,1,0,0,0,625,605,17,5
21377185,0,0,1,0,0,0,70,4900,0.6875,0.910973085,7.714285714,5,7,7,6.25,3,5.75,3,0.853077312,0.462746324,0.464523915,1.26079702,0.5610058,0.628986352,0.940314531,3361,1,20,1,0,0,0,0,1,0,500,507,11,11
21377151,0,0,1,0,0,0,66,4356,0.75,0.805152979,1.178571429,3.25,5.25,5,4,4.25,4.75,3,0.92173825,-0.621248082,-0.884958473,1.662371689,-0.354225725,0.161817481,0.924767375,3626,1,20,1,0,0,1,0,0,0,482,507,17,5
21377076,0,1,0,0,0,0,62,3844,0.75,0.910714286,1.678571429,4.75,4,4.5,4.75,4.5,4.75,3,1.409298422,-0.389333782,-0.644478099,1.871803846,0.351756781,0.017975522,0.982413113,4862,1,20,1,0,0,0,1,0,0,524,475,16,4
22377260,0,0,0,1,0,0,58,3364,0.6875,0.651785714,12.25,6.5,7,6.75,7,5.5,7,5,-0.626762565,-1.591407549,-1.603882391,1.610216582,0.078710981,0.028375993,0.660959065,4650,0,18,1,0,0,0,0,1,0,460,507,16,4
22377084,0,0,0,0,0,1,70,4900,0.5625,0.692307692,0.178571429,3.5,4.25,3.75,4.75,3.75,4.5,3.75,1.781390999,0.054064539,0.205560132,0.99445556,0.559039822,-0.192877559,0.804223716,3935,1,18,1,0,0,1,0,0,0,400,507,6,6
22377206,0,0,1,0,0,0,70,4900,0.6875,0.788043478,3.321428571,5,4.75,5,4.75,4.5,4,4.75,0.810517839,0.024404155,0.138337966,2.996963951,0.405360258,0.894906987,0.890875101,5428,1,19,1,0,0,0,0,0,1,524,496,17,5
sy2314105,1,0,0,0,0,0,58,3364,0.8125,0.457142857,14.89285714,7,7,6.75,7,6.75,7,6.75,1.288211243,0.16061123,0.134714139,2.852063064,1.004176331,1.019074275,0.750755668,3119,0,22,0,1,0,0,0,0,1,524,461,4,4
21377185,0,0,0,1,0,0,62,3844,0.5625,0.5,9.964285714,4.75,7,7,5.5,5.75,6.25,3.25,-0.075617578,-1.29507016,-1.286612226,0.917255415,-0.503690444,-0.601802513,0.611644864,3361,1,20,1,0,0,0,0,1,0,500,507,6,6
22377260,0,1,0,0,0,0,58,3364,0.8125,0.79,12.46428571,6.5,7,6.75,7,6,7,4.75,-0.04459791,-1.386091608,-1.591230624,0.491727008,-0.416902521,-0.291569544,0.816470861,4650,0,18,1,0,0,0,0,1,0,460,507,17,5
sy2314105,0,0,0,1,0,0,62,3844,0.6875,0.723684211,15.07142857,7,7,6.75,7,7,7,6.75,-0.268690126,-0.515817327,-0.597099008,1.455022104,0.11593167,0.026401913,0.731357276,3119,0,22,0,1,0,0,0,0,1,524,461,19,7
21377181,1,0,0,0,0,0,62,3844,0.625,0.979166667,15.85714286,7,7,7,7,7,7,7,1.167534937,0.375348049,0.294503686,2.298477282,0.132462021,0.419373078,0.914447546,3697,1,20,1,0,0,0,1,0,0,524,520,6,6
21377187,0,0,1,0,0,0,62,3844,0.75,0.896551724,4.535714286,4,5.75,5,4.5,5,6,2.5,-0.058207025,-0.585892287,-0.920911534,3.743402921,0.505828738,0.995001395,0.995630503,3829,1,21,1,0,0,0,1,0,0,590,507,12,12
21081004,0,0,1,0,0,0,70,4900,0.5,0.833333333,3,3.75,4.75,5,6,4.75,4.5,3.5,0.094284601,-0.731122428,-0.809809496,1.139477296,0.045548007,-0.177608758,0.604728878,4935,0,20,1,0,0,0,0,1,0,524,450,22,10
22377028,0,1,0,0,0,0,58,3364,0.8125,0.772727273,7.785714286,5.5,5.75,5,5.75,5.5,5.75,6,0.155291219,-0.354277703,-0.667275124,1.277933146,0.009924554,0.207764467,0.797479391,3398,0,20,1,0,0,0,1,0,0,598,507,21,9
zy2342116,0,0,0,0,1,0,62,3844,0.625,0.9,-0.964285714,2,5.5,5.5,2.25,3,4.75,3,0.55443458,-0.101696985,0.183391538,1.005720495,0.294149865,-0.123017017,0.989370584,4573,1,23,0,1,0,1,0,0,0,524,536,12,12
21379216,0,0,1,0,0,0,70,4900,0.625,0.95,-1.285714286,3.75,5,4,3.75,3.25,3,3.25,0.673042718,-0.357764102,-0.250428268,3.33523642,0.527973418,0.62990532,0.958416343,4343,1,20,1,0,0,0,1,0,0,514,432,22,10
21377255,0,0,0,1,0,0,66,4356,0.5,0.870098039,2.857142857,1,6.75,6.5,6.5,5.25,6.5,1.25,2.112316488,0.269991007,0.438298958,2.731947323,0.257999318,0.467344154,0.85900265,4201,0,19,1,0,0,0,0,0,1,524,538,5,5
21377003,0,0,0,0,0,1,70,4900,0.6875,0.909090909,14.78571429,6.25,7,7,7,6.25,7,4.75,0.784932024,-0.236274592,-0.685061519,2.822695187,-0.00159098,0.173769559,0.851576567,3133,0,20,1,0,0,1,0,0,0,524,487,14,2
21377119,0,0,0,1,0,0,70,4900,0.4375,0.78968254,6.642857143,5,5,5.5,5.5,6,6,2.5,0.731985368,-0.425519523,-0.535240693,3.083855986,0.070131894,-0.077816236,0.937448144,6412,0,21,1,0,0,0,1,0,0,524,480,12,12
22377028,0,0,0,0,1,0,58,3364,0.875,0.903846154,6.75,5,5.75,5,5.5,5.75,5,5.75,0.029819475,-0.711124197,-1.199539473,1.892084318,0.31610209,0.280969332,0.95914793,3398,0,20,1,0,0,0,1,0,0,598,507,17,5
21377259,0,0,0,0,0,1,62,3844,0.75,0.911538462,-3.035714286,2.25,6,4,3,3,3.25,2,0.924625594,-0.554651248,-0.564363277,1.242758051,-0.143558008,-0.400793005,0.959684789,3730,0,16,1,0,0,1,0,0,0,620,534,15,3
21377076,0,0,1,0,0,0,70,4900,0.625,0.887464387,1.107142857,4.5,3,4.5,4.5,4.25,4.5,4.25,0.963922829,0.168119846,0.096296913,1.118091303,0.228529688,-0.015552095,0.942644238,4862,1,20,1,0,0,0,1,0,0,524,475,24,12
22377201,0,0,1,0,0,0,66,4356,0.8125,0.926470588,14.21428571,7,6,7,7,5,7,6.25,1.164471763,-0.130097218,-0.3592755,0.997530023,0.38040206,0.093082761,0.985925615,5381,1,20,1,0,0,0,1,0,0,512,507,13,1
21377259,0,0,0,1,0,0,62,3844,0.625,0.848484848,0.857142857,3.5,6,4.5,3.5,4.25,4,2.75,-0.094258085,-1.070628569,-0.87095985,0.903130158,-0.345718257,-0.521096034,0.922414839,3730,0,16,1,0,0,1,0,0,0,620,534,20,8
21377174,0,1,0,0,0,0,70,4900,0.5625,0.891826923,4.178571429,1.5,6.75,5.5,4.5,2.25,5.5,5.25,0.173717632,-0.234187117,-0.327236183,1.76766159,-0.308605669,-0.094531473,0.809136152,4494,0,20,1,0,0,0,1,0,0,660,580,14,2
21081004,1,0,0,0,0,0,58,3364,0.5,0.975,1.785714286,3.75,4.5,4,5.75,4.5,4.25,3.75,1.393164843,-0.033767209,-0.278331668,2.02230996,0.106065034,0.429786382,0.6487782,4935,0,20,1,0,0,0,0,1,0,524,450,2,2
21377335,0,1,0,0,0,0,58,3364,0.75,0.928137652,11.21428571,5,6.5,6.25,6.75,6.75,6.5,3.5,0.623095071,0.211695475,-0.04395125,1.445078802,0.580433635,0.392663228,0.924041867,4139,1,20,1,0,0,0,1,0,0,456,507,6,6
21377335,0,0,1,0,0,0,62,3844,0.6875,0.914855072,8.857142857,3.75,6.5,5.5,5.75,5.75,6.5,4.25,1.056919818,-1.538200247,-1.379172992,1.753322701,0.212103205,0.506352758,0.968262196,4139,1,20,1,0,0,0,1,0,0,456,507,11,11
22377053,1,0,0,0,0,0,62,3844,0.5625,0.753952569,8.857142857,3.5,6.75,6.75,6.75,5.25,6.75,1.5,1.661658562,-0.144005567,0.11251897,2.451700413,-0.066547827,0.374319048,0.904620647,5311,0,19,1,0,0,0,1,0,0,529,507,8,8
22377053,0,0,0,1,0,0,62,3844,0.5625,0.854166667,-2.107142857,1,4.75,5.25,4.5,3,6.5,1,1.404435633,0.012962939,-0.09603145,1.771896959,0.262063216,-0.05533412,0.93227756,5311,0,19,1,0,0,0,1,0,0,529,507,4,4
21377259,0,0,0,0,0,1,58,3364,0.75,0.889550265,2.142857143,3.5,5.75,5,4,4.25,4.75,2.75,0.16368715,-0.345387695,-0.285567468,1.999397408,0.214695239,0.268945448,0.954743028,3730,0,16,1,0,0,1,0,0,0,620,534,10,10
21377181,0,0,1,0,0,0,62,3844,0.8125,0.818452381,-1.428571429,4,4,4,4,4,4,2,1.921496501,0.033968916,-0.057954672,1.602512762,0.088761501,0.353286973,0.843150318,3697,1,20,1,0,0,0,1,0,0,524,520,14,2
21377119,0,0,0,1,0,0,58,3364,0.625,0.875,6.928571429,5,5.75,5.75,5.5,5.5,5.75,2.5,0.642074822,-0.525116326,-0.504521256,3.571265792,0.321173732,0.170792901,0.957086027,6412,0,21,1,0,0,0,1,0,0,524,480,24,12
zy2314202,0,0,0,0,0,1,66,4356,0.5,0.75,-10.85714286,1,3,2,2,3,3,1,0.744940158,-0.448383324,-0.510254916,1.150003911,-0.2015143,-0.08347618,0.738648176,5418,1,22,0,1,0,0,0,0,1,524,461,16,4
22377005,1,0,0,0,0,0,66,4356,0.375,0.947368421,3.571428571,4.75,5,5,4,4.25,6.5,2.75,0.150568745,-0.125384223,-0.18768039,0.901273214,-0.028326518,0.112499495,0.831438541,6333,0,18,1,0,0,1,0,0,0,443,507,11,11
21377369,0,0,0,0,1,0,66,4356,0.6875,0.87026648,2.75,1.25,7,6.5,4.5,5.25,6,1.75,0.518311303,-0.430311017,-0.35220662,1.452854786,-0.108217848,-0.500044413,0.95616895,4353,0,19,1,0,0,0,1,0,0,605,528,13,1
21377174,0,0,0,0,0,1,70,4900,0.5625,0.870471014,2.214285714,1.5,7,3.75,4,3.75,5.75,2.5,-0.073343681,-0.72063436,-0.564050714,1.799540469,-0.080538567,-0.187196821,0.993098438,4494,0,20,1,0,0,0,1,0,0,660,580,23,11
22377028,0,0,0,0,0,1,62,3844,0.75,0.809782609,6.821428571,5,5.75,5.25,5,5,6,5.75,1.244914266,0.031745576,-0.010536934,2.334537313,0.247143741,0.847178269,0.905700803,3398,0,20,1,0,0,0,1,0,0,598,507,9,9
21377185,0,1,0,0,0,0,70,4900,0.5625,0.666666667,6.142857143,4.75,6.5,7,7,2.75,5,2,1.423129867,0.521687075,0.686969283,1.185293371,0.633943157,0.390898589,0.679146647,3361,1,20,1,0,0,0,0,1,0,500,507,22,10
22377053,0,0,0,0,1,0,58,3364,0.75,0.922038981,9.357142857,4.75,6.75,6.75,6.75,5,6.5,1.25,1.661658562,0.218405852,0.476112282,2.010746822,0.173646629,0.170957343,0.908370554,5311,0,19,1,0,0,0,1,0,0,529,507,7,7
21377259,0,0,0,0,0,1,66,4356,0.6875,0.841666667,2.535714286,3.75,6,5,4.25,4.25,5,2,1.08799091,0.406976406,-0.044983931,2.635662322,0.681297256,1.091266405,0.912513614,3730,0,16,1,0,0,1,0,0,0,620,534,4,4
21377184,0,0,1,0,0,0,66,4356,0.6875,0.956521739,9.857142857,6.5,7,7,6.75,5.25,5.25,7,0.519291738,-0.192892887,-0.538297072,1.982800615,-0.04109417,0.370256073,0.848327875,3538,1,21,1,0,0,1,0,0,0,486,507,6,6
21379216,0,0,0,0,1,0,58,3364,0.75,0.844615385,0.321428571,4,5,5,4,3.5,3.75,3,0.499891908,-0.466866781,-0.83507946,2.945647098,0.614753193,0.825177035,0.915506661,4343,1,20,1,0,0,0,1,0,0,514,432,20,8
21377185,0,0,0,0,0,1,70,4900,0.5625,0.797552836,10.42857143,4.75,7,7,6.75,5.75,6.75,1.75,0.283024757,-1.84724661,-1.073638547,0.252823298,-1.215216261,-1.769279337,0.915911973,3361,1,20,1,0,0,0,0,1,0,500,507,7,7
21377187,0,0,0,0,0,1,58,3364,0.8125,1,5.678571429,5,6,5.25,5,5.5,6,1.5,0.732422427,-0.630873329,-0.885544272,1.167268625,-0.192512669,-0.038640942,0.999361694,3829,1,21,1,0,0,0,1,0,0,590,507,14,2
22377005,0,1,0,0,0,0,62,3844,0.625,0.753225806,3.142857143,4.25,5.5,4.25,4.25,5,6.5,2,0.180072414,-0.161678419,-0.214038326,1.765493218,0.229492687,0.156458516,0.924844146,6333,0,18,1,0,0,1,0,0,0,443,507,12,12
22377142,0,0,0,1,0,0,58,3364,0.6875,0.760714286,5.178571429,5.5,2.25,5.5,5.75,5.75,5.5,5.5,1.164718865,-0.130826504,-0.045594357,2.414344265,0.859159287,0.709862169,0.913671494,3819,1,20,1,0,0,0,1,0,0,519,507,7,7
21377076,1,0,0,0,0,0,62,3844,0.5625,0.847402597,2,4.75,4,4.25,4.75,4.25,4.5,4.25,0.056041812,-0.602555093,-0.861355778,2.402828592,-0.349496967,0.157503115,0.989060044,4862,1,20,1,0,0,0,1,0,0,524,475,23,11
22377260,0,0,0,0,1,0,58,3364,0.875,0.607142857,12.25,6.5,7,6.75,7,6.5,7,4,0.615494297,0.109229668,0.014443671,1.289338426,0.395196163,0.288804317,0.736049652,4650,0,18,1,0,0,0,0,1,0,460,507,13,1
21377003,0,0,0,0,0,1,66,4356,0.625,0.666666667,15.53571429,6.25,7,7,7,6.5,7,5.5,0.987209985,-0.313683463,-0.412390049,1.436716565,-0.106776655,-0.136972675,0.624179184,3133,0,20,1,0,0,1,0,0,0,524,487,21,9
21377255,0,1,0,0,0,0,62,3844,0.75,0.534090909,5.321428571,3.25,6.75,5.5,5.75,6.5,6.25,3.5,1.204999909,-0.419854541,-0.214249764,1.013209413,-0.03471155,-0.438771591,0.730066776,4201,0,19,1,0,0,0,0,0,1,524,538,13,1
22377084,0,0,0,0,1,0,66,4356,0.5625,0.714285714,-3.392857143,2.75,3,2.75,4,2.75,3.5,4.25,0.056600995,-0.858287615,-0.860891465,2.77314525,0.066803436,-0.151451799,0.692926288,3935,1,18,1,0,0,1,0,0,0,400,507,15,3
21377171,0,0,1,0,0,0,66,4356,0.75,0.535353535,6.5,4.5,6,6.75,5.25,5.25,6.75,2,1.329605273,-0.066866308,0.016747911,2.119484335,0.314046478,0.659328016,0.830137014,4767,0,20,1,0,0,0,1,0,0,524,535,8,8
zy2314202,0,0,0,0,0,1,58,3364,0.5,0.944444444,-12.57142857,1,3,2,1,3,2,1,1.274638912,-0.422105807,-0.429952451,2.196937919,0.455296937,-0.085366349,0.727753401,5418,1,22,0,1,0,0,0,0,1,524,461,22,10
21377076,0,0,0,1,0,0,70,4900,0.4375,0.826923077,2,5,3.25,4.75,4.75,4.25,4.25,4.5,-0.303684629,-0.935731452,-1.101173405,0.552806897,-0.355369463,-0.551238309,0.77134949,4862,1,20,1,0,0,0,1,0,0,524,475,13,1
21081004,0,1,0,0,0,0,66,4356,0.625,0.965517241,-0.357142857,3.25,5,3.75,4.25,3,3.5,4.5,-1.610495717,-0.228913334,-1.699286358,2.681897583,0.129937986,0.143612735,0.964645147,4935,0,20,1,0,0,0,0,1,0,524,450,19,7
21379216,0,0,1,0,0,0,62,3844,0.75,0.74469496,-1.821428571,4,5,3.5,3.5,3,3,3.25,0.406101886,-0.320918625,-0.694339413,3.861903467,0.724559593,1.104821866,0.887853622,4343,1,20,1,0,0,0,1,0,0,514,432,5,5
21377255,1,0,0,0,0,0,58,3364,0.625,0.743727599,5.25,3.75,6.75,5.5,6.25,5.25,6.75,3,1.736112053,0.892147086,0.439313235,3.676146689,1.915938133,2.577473529,0.702107012,4201,0,19,1,0,0,0,0,0,1,524,538,1,1
21377369,0,0,0,0,0,1,58,3364,0.8125,0.847069597,9.535714286,6,6,7,5,5,5.5,4.25,-0.549738392,-1.022635867,-1.037671809,0.829825797,-0.384378066,-0.53609109,0.898341417,4353,0,19,1,0,0,0,1,0,0,605,528,17,5
21377225,0,1,0,0,0,0,66,4356,0.6875,0.558823529,9.071428571,5,6.75,6.5,6.25,6.25,6.5,3.5,1.388379913,-0.191049473,-0.310331455,1.072436011,-0.223212725,-0.24016729,0.72357595,4985,0,20,1,0,0,1,0,0,0,625,605,13,1
21377151,0,0,0,0,0,1,70,4900,0.5625,0.849242424,4.821428571,4,5.75,5.5,5.25,5.5,5.25,3,0.535991667,-0.065179546,-0.339949805,1.384634149,-0.234129956,0.572462253,0.902628899,3626,1,20,1,0,0,1,0,0,0,482,507,19,7
21377225,0,1,0,0,0,0,58,3364,0.8125,0.852857143,7.321428571,5,7,6.25,5.75,5,6.25,3.25,1.091584126,-0.058463281,0.055790767,1.35965774,-0.010892951,0.162182482,0.967329025,4985,0,20,1,0,0,1,0,0,0,625,605,18,6
22377260,1,0,0,0,0,0,66,4356,0.5,0.830952381,13.03571429,6.75,7,6.75,6.5,6.25,7,5.25,0.276280246,-0.508496045,-0.391757515,2.879977286,0.380794846,0.621156853,0.801607847,4650,0,18,1,0,0,0,0,1,0,460,507,6,6
21379216,0,0,0,0,1,0,66,4356,0.625,0.801538462,-8.107142857,2.5,2.25,3,3,2,2,2.25,0.449389588,-0.078796325,-0.396008934,2.267473092,1.043242757,0.916278379,0.943602324,4343,1,20,1,0,0,0,1,0,0,514,432,3,3
21377348,0,0,1,0,0,0,58,3364,0.6875,0.803076923,-5.25,1,4,4.25,1.25,4.5,3.5,1.5,0.631762663,-0.525630489,-0.603962076,1.530329498,0.523597992,0.211361751,0.928685784,4891,1,20,1,0,0,0,0,1,0,524,507,9,9
21377255,0,0,0,0,1,0,58,3364,0.6875,0.571428571,3,2.25,6.5,5.25,5.5,6,6.75,1.5,0.423084808,-0.300169097,-0.612443366,1.861513531,-0.169133143,0.044024931,0.636878133,4201,0,19,1,0,0,0,0,0,1,524,538,19,7
21377184,0,1,0,0,0,0,62,3844,0.6875,0.488888889,1.964285714,3.5,6.25,4.5,4.25,4,4.25,3.75,0.287272038,-0.344213203,-0.71011521,1.108264823,0.08673969,0.305268438,0.766362667,3538,1,21,1,0,0,1,0,0,0,486,507,4,4
21377003,1,0,0,0,0,0,58,3364,0.625,0.664285714,15.53571429,6.25,7,7,7,6.5,7,5.5,0.71001426,-0.460367687,-0.626296659,1.841272487,0.153663424,0.429682444,0.693144262,3133,0,20,1,0,0,1,0,0,0,524,487,22,10
21377225,0,0,1,0,0,0,58,3364,0.75,0.884615385,-2.857142857,2.75,4.25,4,3,3.25,3.5,3.5,0.813936455,-0.029492431,-0.271459341,1.96282337,0.253791914,0.398569647,0.844923854,4985,0,20,1,0,0,1,0,0,0,625,605,4,4
21377003,0,0,1,0,0,0,70,4900,0.75,0.802307692,15.92857143,6.25,7,7,7,6.75,7,5.75,-0.233949558,-1.00629943,-1.329532659,1.249422156,-0.017482626,0.089528696,0.956994653,3133,0,20,1,0,0,1,0,0,0,524,487,18,6
22377206,1,0,0,0,0,0,70,4900,0.375,0.95,6.142857143,5,5.75,5,5,5.5,5,4.75,1.788664784,0.252737159,0.173283874,2.536659507,-0.208678644,0.022380287,0.932468653,5428,1,19,1,0,0,0,0,0,1,524,496,23,11
zy2314202,0,0,0,0,0,1,62,3844,0.5625,0.975,-18,1,1,1,1,1,1,1,1.586226414,0.12364457,0.238610466,2.988370175,1.293762297,1.10264261,0.943175793,5418,1,22,0,1,0,0,0,0,1,524,461,3,3
21377259,0,0,0,0,0,1,70,4900,0.5625,0.866161616,1.571428571,3,6,4.5,4,4.75,4.75,2,0.842942936,-0.230109243,-0.082220641,0.765559366,0.002170904,-0.469482421,0.925733924,3730,0,16,1,0,0,1,0,0,0,620,534,21,9
21377076,1,0,0,0,0,0,70,4900,0.375,0.962962963,8.464285714,6,4,6,5.75,5.75,6,6,1.460687914,0.110384722,0.366662738,1.923193338,-0.059342141,0.111939153,0.870134711,4862,1,20,1,0,0,0,1,0,0,524,475,6,6
21377151,0,1,0,0,0,0,70,4900,0.5,0.80026455,5.642857143,4.25,6,5.5,5,5,5,4.75,0.983457703,0.09495474,0.238709634,1.754950869,0.082353685,0.308050504,0.861816049,3626,1,20,1,0,0,1,0,0,0,482,507,10,10
22377028,0,0,0,0,0,1,58,3364,0.6875,0.545454545,6.392857143,5,6,5,5.5,5,5.5,5.25,1.139253849,-0.315389681,-0.670180786,2.664726115,1.000409458,0.935151097,0.509785473,3398,0,20,1,0,0,0,1,0,0,598,507,4,4
22377005,0,0,1,0,0,0,66,4356,0.6875,0.382352941,3.5,4.5,5.75,5.25,4.25,4.75,5.75,2.25,0.055501367,-0.121134979,-0.307557672,0.225967011,-0.173503303,-0.341411241,0.636369348,6333,0,18,1,0,0,1,0,0,0,443,507,14,2
22377333,0,0,0,0,0,1,58,3364,0.75,0.886538462,7.285714286,6,6.25,6,5.75,6,6,4.75,2.304494605,0.484240015,0.562345846,1.871590366,0.592334638,0.222121468,0.884408414,5195,0,19,1,0,0,0,1,0,0,425,507,5,5
21377119,0,0,0,0,1,0,70,4900,0.5,0.716666667,6.75,4,5.75,6,5.25,6,6,2.5,1.044306215,-0.578209076,-0.677559624,1.077431153,-0.126443883,-0.498046836,0.752924085,6412,0,21,1,0,0,0,1,0,0,524,480,16,4
22377005,0,0,0,0,1,0,58,3364,0.75,0.761904762,3.5,5,5.5,5,4.25,4.75,5.75,2.25,-0.137911575,-0.222051668,-0.475096364,1.281542727,0.514820795,0.465423557,0.909641087,6333,0,18,1,0,0,1,0,0,0,443,507,18,6
21377335,1,0,0,0,0,0,58,3364,0.5625,0.766666667,11.5,5.25,6.5,6.25,6.5,5.75,7,4.25,0.714426597,-0.437732617,-0.452904466,1.536410328,0.215412319,0.070111224,0.828740537,4139,1,20,1,0,0,0,1,0,0,456,507,8,8
