ID,Aircraft,Community,Clock,Industrial,Shipping,Vehicular,NoiseLevel,NoiseLevelSquare,Comprehensibility,Intelligibility,UEQKPI,Attractiveness,UEQComprehensibility,Dependability,Efficiency,ContentQuality,ContentTrustworthiness,Acoustics,PeakPupilListen,MeanPupilListen,PrepeakPupilListen,PeakPupilSpeak,MeanPupilSpeak,PrepeakPupilSpeak,IntelligibilityTransformer,Time,Sex,Age,Bachelor,Master,Doctorate,CS,Economy,Management,Engeneering,Cet4,Cet6,Round,RoundBreak
21377163,0,0,0,0,1,0,58,3364,0.625,0.199372057,9.571428571,1,5.5,4,4.5,3.5,4,1.25,2.275387148,1.148525897,0.842131202,2.161797604,0.724127226,1.023625355,0.041523181,4904,1,20,1,0,0,0,0,1,0,438,523,1,1
sy2308207,0,0,0,0,0,1,58,3364,0.6875,0.608299595,-12.10714286,3.5,5.75,5,4,4.25,4.75,2.75,1.226363603,0.664855338,0.522136209,2.813052024,0.758593518,1.177104694,0.170453072,3383,1,23,0,1,0,0,0,1,0,478,557,10,10
by2308108,0,0,0,1,0,0,62,3844,0.625,0.747019374,-3.285714286,1,4.75,5.25,4.5,3,6.5,1,1.39247552,0.036581174,0.259060302,1.350255888,0.757418592,0.378682514,0.077267304,5214,1,23,0,0,1,0,0,1,0,556,525,4,4
22377318,0,0,0,0,0,1,58,3364,0.5,0.32299843,-2.857142857,4,6,5.25,5,6,6.25,2.5,1.258866846,0.418912196,0.293422713,2.167744661,0.559518721,0.834034444,-0.012485155,4396,1,20,1,0,0,1,0,0,0,500,523,1,1
zy2308131,1,0,0,0,0,0,66,4356,0.5625,0.123758594,1.785714286,5.75,6.5,6.75,6.5,3.75,6.25,3.5,1.761997429,0.669335162,1.025140351,2.603149071,1.029956611,1.185424521,0.087333895,4060,0,22,0,1,0,0,1,0,0,560,541,2,2
22377318,0,0,0,1,0,0,62,3844,0.3125,0.21488764,-3.607142857,3.75,5.75,5.5,5,5.25,5,3,0.131075393,-0.225487648,-0.459794029,1.372484361,0.09049249,0.094627916,0.182724908,4396,1,20,1,0,0,1,0,0,0,500,523,11,11
20377359,0,0,0,0,1,0,62,3844,0.625,0.632312692,1.285714286,1.25,6.25,5.25,3.5,4.5,5.75,1,-0.462992785,-0.639648239,-0.716118937,2.013671328,0.158273227,0.421141049,0.08411961,3539,0,22,1,0,0,0,1,0,0,556,523,18,6
22377318,0,0,0,0,0,1,66,4356,0.375,0.314144737,1.178571429,5.25,7,5.75,5.25,5.5,6.25,3.25,0.217837658,-0.319710471,-0.272352503,0.727564385,-0.730424885,-0.469708982,0.041299433,4396,1,20,1,0,0,1,0,0,0,500,523,19,7
22377339,0,0,0,0,1,0,62,3844,0.5,0.680672269,-7.285714286,2.5,2.5,5.5,1,2,2,1.5,0.326844209,0.156000034,-0.112198193,1.844918642,-0.161219486,0.233852351,0.391321898,3615,0,21,1,0,0,1,0,0,0,556,518,16,4
sy2308220,0,0,0,1,0,0,66,4356,0.5625,0.644570707,4.428571429,4.75,6,6,5.75,5.75,6.75,4.75,0.484293051,-0.281113419,-0.201354077,1.278472727,0.076398328,0.462776173,-0.004023739,3752,0,23,0,1,0,0,0,1,0,530,500,12,12
21377006,0,0,1,0,0,0,66,4356,0.5625,0.530835036,14.21428571,3.25,5.25,5,4,4.25,4.75,3,-0.119483161,-0.629670926,-0.638734342,1.304325828,0.060317054,0.301732218,0.157392442,4012,0,20,1,0,0,1,0,0,0,585,530,17,5
22377202,0,0,1,0,0,0,70,4900,0.6875,0.612103175,13.5,6.75,4.75,6,6.25,6.5,7,6.25,0.757320037,0.209634947,0.290568502,2.077596191,0.615252345,0.807819842,0.14919427,3744,1,18,1,0,0,0,1,0,0,610,537,20,8
by2308134,1,0,0,0,0,0,58,3364,0.375,0.276315789,-12.85714286,6,7,6.5,6.75,5.5,7,3.75,0.525993675,-0.267681251,-0.397283436,0.695687881,-0.037992049,0.180582649,0.015179386,3893,0,25,0,0,1,0,0,1,0,556,485,19,7
sy2308220,0,0,1,0,0,0,62,3844,0.5,0.316713483,5.392857143,3.75,6.5,5.5,5.75,5.75,6.5,4.25,0.467861748,-0.135537147,-0.107046866,1.314073885,-0.250693117,-0.009114185,0.178744152,3752,0,23,0,1,0,0,0,1,0,530,500,11,11
21377053,0,0,0,0,0,1,58,3364,0.5625,0.513157895,-9.071428571,2.25,5.75,5.25,3.75,4.5,4.75,2,0.829606796,0.268934282,0.11279484,1.635959809,-0.032870071,0.329118106,0.04946335,4273,1,20,1,0,0,0,1,0,0,570,553,6,6
22377202,0,0,0,0,1,0,58,3364,0.6875,0.636589121,11.53571429,5.5,4.5,4.75,5,6,7,3.75,-0.025798795,-0.372248425,-0.321409242,1.529130294,0.689779729,0.507951095,0.091405161,3744,1,18,1,0,0,0,1,0,0,610,537,18,6
20377292,0,0,1,0,0,0,62,3844,0.375,0.589646465,-9.5,4,5.75,5,4.5,5,6,2.5,-0.087478492,-0.749676497,-0.732988399,0.545114685,-0.725735459,-0.668659391,0.06352669,4467,1,20,1,0,0,1,0,0,0,500,523,12,12
21377125,0,0,0,0,0,1,62,3844,0.4375,0.435100194,-0.392857143,1.75,5.5,4.75,2.25,3.5,4,2.25,0.297832417,-0.196048205,-0.551393905,1.745616245,0.475211681,0.701071184,0.363238394,4717,1,21,1,0,0,1,0,0,0,583,523,16,4
21377125,0,0,0,1,0,0,62,3844,0.375,0.481486486,0.178571429,1.75,5.25,4.25,2.5,3.5,4.75,2.5,0.148490818,-0.287752093,-0.514979379,0.480361037,-0.3983825,-0.344999061,0.831563234,4717,1,21,1,0,0,1,0,0,0,583,523,21,9
22377318,0,0,0,0,1,0,66,4356,0.375,0.517027027,-10.10714286,2.5,5.25,4.5,3.25,4.25,3.75,2.5,0.82465519,0.186355901,0.084823426,1.210321443,-0.04958022,0.054184963,0.850788474,4396,1,20,1,0,0,1,0,0,0,500,523,21,9
20377292,1,0,0,0,0,0,58,3364,0.5,0.515151515,5.071428571,5,6,6,6,6.25,6.25,2,0.457428502,0.170304701,-0.095630512,1.459556306,0.289208574,0.412952949,0.096969828,4467,1,20,1,0,0,1,0,0,0,500,523,9,9
by2308103,0,0,0,0,1,0,70,4900,0.4375,0.259831461,0.428571429,6.75,7,7,7,6.75,7,6.5,0.511315025,0.151318391,0.151636095,1.174961957,0.409406882,0.469132125,0.11381492,4557,1,23,0,0,1,0,0,1,0,556,553,11,11
zy2308131,0,0,0,0,0,1,62,3844,0.5625,0.391679749,-4.107142857,4.25,6.25,6.25,3,5,4,1,0.503555714,0.226205935,-0.238598951,2.213787861,0.416886096,0.408258325,-0.006206137,4060,0,22,0,1,0,0,1,0,0,560,541,1,1
zy2207207,0,0,0,0,0,1,70,4900,0.75,0.635121457,13.39285714,2.25,6,6.25,2.75,5.5,6.5,2.5,0.244351303,-0.291170792,-0.624493213,1.42138468,0.436288442,0.289105406,0.178043574,4030,1,24,0,1,0,0,0,0,1,616,598,10,10
sy2308207,0,1,0,0,0,0,58,3364,0.5625,0.294444444,-8.571428571,4,5.75,5.75,4.75,5,6,2.5,1.098699018,0.308802721,0.292199624,0.946717368,0.374597181,-0.119223646,-0.00523552,3383,1,23,0,1,0,0,0,1,0,478,557,3,3
21377172,0,0,0,0,1,0,66,4356,0.5,0.62601626,2.75,7,7,6.75,7,6.5,7,6.75,0.570757332,0,0,1.641396741,0,0,0.01916521,4773,0,21,1,0,0,1,0,0,0,650,580,5,5
sy2308310,0,0,0,0,1,0,66,4356,0.625,0.870053476,0.571428571,6,5.75,5,5.25,5.5,5.75,5.75,0.093701922,-0.202692627,-0.287349913,1.589962544,-0.012773481,0.322097034,0.972718656,4487,0,22,0,1,0,0,0,1,0,667,585,24,12
zy2207207,0,1,0,0,0,0,58,3364,0.875,0.761085973,14.82142857,4.75,6,6.5,4.75,5,6.5,1.75,0.212191922,-0.64386475,-0.545712411,1.11908649,-0.081375685,0.074207813,0.384956956,4030,1,24,0,1,0,0,0,0,1,616,598,16,4
21377172,0,0,1,0,0,0,62,3844,0.4375,0.463690476,-4.178571429,7,7,6.75,7,7,7,6.25,0.482963354,0,0,1.209036541,0,0,0.030742964,4773,0,21,1,0,0,1,0,0,0,650,580,7,7
21377006,0,1,0,0,0,0,62,3844,0.5625,0.641414141,12.07142857,3.5,5.25,5.25,4.5,5.5,5.25,2.5,0.072377625,-0.279343543,-0.391396328,1.27403202,0.095419853,0.210279627,0.106104396,4012,0,20,1,0,0,1,0,0,0,585,530,15,3
by2308103,1,0,0,0,0,0,66,4356,0.5,0.358225108,3.071428571,6.25,7,7,7,6.5,7,6,0.780176945,0.300529457,0.396267345,0.799826172,0.020470446,0.155563506,0.140673414,4557,1,23,0,0,1,0,0,1,0,556,553,9,9
21377053,0,0,0,0,1,0,66,4356,0.5625,0.460504202,-4.142857143,1.5,5.5,5.25,1.75,5.25,4.25,2,0.690697243,-0.061648024,0.079869981,1.549564843,0.616935618,0.623884235,0.117264941,4273,1,20,1,0,0,0,1,0,0,570,553,2,2
21377035,0,1,0,0,0,0,58,3364,0.4375,0.580540541,1.714285714,6.5,4,5.25,6,3,5.25,4.25,0.706087781,-1.016222466,-0.874658467,0.762088067,-0.763805497,-0.884191803,0.888473094,4206,0,20,1,0,0,0,0,1,0,602,520,21,9
22377099,0,1,0,0,0,0,70,4900,0.5,0.481419411,0.5,3.25,6.5,6.75,6.25,6.5,6.5,2.5,1.200206306,0.777985902,0.608092341,3.287879146,0.633607777,0.929719224,0.083932675,4034,0,19,1,0,0,0,1,0,0,630,523,8,8
20377292,0,0,0,0,1,0,70,4900,0.4375,0.50022686,8.678571429,5.75,6,5.75,6,6,6,3.25,0.294582733,-0.052968606,-0.279392499,2.237131027,0.081902826,0.452384627,0.800901055,4467,1,20,1,0,0,1,0,0,0,500,523,22,10
21377061,0,1,0,0,0,0,66,4356,0.1875,0.314484127,-2.821428571,5,5.75,6,5.5,6,6,2.5,0.841781348,0.479298931,0.014418925,1.027594402,-0.269069512,-0.409295535,0.156265542,4293,0,21,1,0,0,1,0,0,0,512,432,20,8
21377061,0,0,0,0,0,1,70,4900,0.125,0.159210526,-2.428571429,5,5.75,6,5.5,6,6,2.75,0.181729008,-0.237518808,-0.684297325,1.191220822,-0.121238633,-0.12556271,0.053657711,4293,0,21,1,0,0,1,0,0,0,512,432,19,7
21377053,1,0,0,0,0,0,62,3844,0.625,0.673611111,7.642857143,4.75,6.25,5.25,5.75,5.75,5.75,5.75,0.763540058,0.110987957,-0.617838199,1.768093286,0.351901131,0.572668748,0.18163529,4273,1,20,1,0,0,0,1,0,0,570,553,20,8
by2308145,1,0,0,0,0,0,62,3844,0.4375,0.305735931,2.214285714,4.5,4.75,4.5,4.75,5.25,5.5,4,0.735917239,-0.064885133,-0.080257296,1.47589163,0.198828244,0.320387659,0.064986184,5698,1,25,0,0,1,0,0,1,0,559,568,9,9
21377163,0,0,0,0,0,1,62,3844,0.5,0.47465526,-0.535714286,1,6.5,3.5,4,1.5,5.25,2,0.613317075,-0.200323007,-0.25550471,1.310997489,0.266748054,0.202200523,0.216692686,4904,1,20,1,0,0,0,0,1,0,438,523,17,5
22377318,0,0,0,1,0,0,58,3364,0.375,0.362551073,3.607142857,5.75,6.25,6.5,5.75,4.75,5.75,4.75,-0.192101297,-0.77906404,-0.892881882,2.329562669,-0.174368233,-0.483363628,0.145068571,4396,1,20,1,0,0,1,0,0,0,500,523,17,5
by2308103,0,0,1,0,0,0,70,4900,0.5,0.396339377,3.928571429,6.25,7,7,7,6.75,7,5.75,0.269943606,-0.404993699,-0.163890231,0.664794774,-0.269026076,-0.454256296,0.102842711,4557,1,23,0,0,1,0,0,1,0,556,553,18,6
21377242,0,0,0,0,0,1,66,4356,0.4375,0.274509804,10.42857143,4.75,4.75,5,4.75,4.5,5.25,4.75,1.505225914,0.673084867,0.804445967,0.910880396,1.023971137,0.502637633,-0.009885203,3895,1,20,1,0,0,1,0,0,0,550,500,3,3
22377202,0,0,0,0,0,1,70,4900,0.625,0.744602456,8.678571429,6,4.75,5.25,6.25,5.75,7,5,-0.116267397,-0.559009497,-0.647989082,1.594154601,0.415947248,0.34640135,0.357850254,3744,1,18,1,0,0,0,1,0,0,610,537,16,4
21377006,0,0,0,0,1,0,58,3364,0.5,0.713783784,9.142857143,2.5,4.5,5,4.25,3.5,4,2.5,-0.079091417,-0.683640951,-0.874538332,1.026632585,-0.050294808,-0.12559351,0.886336446,4012,0,20,1,0,0,1,0,0,0,585,530,21,9
20377387,0,0,0,0,0,1,62,3844,0.375,0.641081081,-15.82142857,2,2,2,2,2,2,2,0.17650122,-0.328650699,-0.478288581,0.419333403,-0.05172291,-0.191621231,0.859944701,3898,0,21,1,0,0,0,1,0,0,528,502,21,9
21377086,1,0,0,0,0,0,58,3364,0.4375,0.410618793,1.642857143,3.75,4.5,4,5.75,4.5,4.25,3.75,1.839439282,0.181601226,0.326316107,2.719112967,0.668820347,0.557442247,0.081169322,4101,0,20,1,0,0,1,0,0,0,500,500,2,2
20377292,0,0,0,0,0,1,62,3844,0.5,0.699342105,2.464285714,2,5.25,3.25,5,4.5,3.25,1.25,1.014862093,0.092201314,0.157189071,0.67038066,-0.347545105,-0.111043801,0.056505457,4467,1,20,1,0,0,1,0,0,0,500,523,19,7
22377318,0,0,0,0,1,0,62,3844,0.375,0.417112299,-8.928571429,2.75,5.75,4.5,4.5,5.25,5,3.75,0.714079551,0.005241952,-0.221855222,1.076231124,0.24521694,0.209290668,0.10040839,4396,1,20,1,0,0,1,0,0,0,500,523,2,2
22377339,0,0,1,0,0,0,66,4356,0.4375,0.7,-3.785714286,6.5,6,6.75,7,7,6.5,4.75,0.470143271,0.119273095,-0.015253519,1.025427134,0.011936528,-0.069698533,0.657468677,3615,0,21,1,0,0,1,0,0,0,556,518,24,12
22377202,0,0,0,1,0,0,62,3844,0.625,0.582034632,10.82142857,5.5,5.25,5.25,6,6.5,6.25,4,-0.271760305,-0.629236031,-0.709316228,1.74964751,0.125576549,0.454832438,0.061326619,3744,1,18,1,0,0,0,1,0,0,610,537,15,3
21377298,0,0,0,1,0,0,66,4356,0.375,0.176609105,-1.535714286,4,5,4.75,4,5.25,5,3,1.590809588,0.62426346,0.683986501,2.453766228,0.611154994,0.963072232,0.02472866,4306,1,19,1,0,0,0,1,0,0,500,450,1,1
21377086,1,0,0,0,0,0,62,3844,0.3125,0.531486486,-10.21428571,3,5,5,5.5,4.5,5,3.25,1.207173821,0.06955241,0.251997098,0.335747076,-0.234693673,-0.224969582,0.835716248,4101,0,20,1,0,0,1,0,0,0,500,500,21,9
sy2308207,0,0,0,0,1,0,58,3364,0.5625,0.556430056,1.142857143,3.5,6,4.5,4,4.25,5,2,-0.998647745,-1.33136112,-1.319188895,0.107778663,-0.285150079,-0.555524192,0.741400719,3383,1,23,0,1,0,0,0,1,0,478,557,23,11
20377359,0,0,1,0,0,0,58,3364,0.5625,0.509920635,3.678571429,1,5.5,6,4.25,4.25,5.5,1.5,0.059097147,-0.275938748,-0.28160218,1.057594141,0.047576469,-0.037433109,0.147084057,3539,0,22,1,0,0,0,1,0,0,556,523,20,8
22374085,0,0,0,1,0,0,70,4900,0.4375,0.318181818,2.357142857,5,5.25,5.25,5.25,5.75,6,3,1.026727839,-0.213203742,-0.037812741,3.760649147,0.385786272,0.480887353,0.094305702,4395,0,19,1,0,0,0,0,0,1,545,523,9,9
zy2308131,0,0,0,0,0,1,58,3364,0.5625,0.625992063,-3.214285714,5.5,7,7,7,4.25,5.75,3.5,0.421411999,-0.242306063,-0.357420883,1.995285579,0.465522465,0.485691855,0.133089498,4060,0,22,0,1,0,0,1,0,0,560,541,20,8
21377298,0,0,0,0,0,1,70,4900,0.25,0.232386364,-7.392857143,4.25,6,5,5,5.5,5,3.25,-0.354935466,-0.74867542,-0.694619446,1.151146042,-0.347155792,-0.358318298,-0.028106237,4306,1,19,1,0,0,0,1,0,0,500,450,13,1
21377061,1,0,0,0,0,0,70,4900,0.1875,0.252601626,-0.678571429,4.5,5.25,5.25,5.5,5.75,6,3,0.614368357,0.326909535,-0.360133157,1.720926691,0.279404396,0.407047709,0.06096407,4293,0,21,1,0,0,1,0,0,0,512,432,5,5
sy2308207,0,0,0,1,0,0,62,3844,0.5625,0.604166667,-10.10714286,3.5,6,4.5,3.5,4.25,4,2.75,-0.19010537,-0.522633995,-0.567060468,2.065302308,-0.195705132,0.13368867,0.125072464,3383,1,23,0,1,0,0,0,1,0,478,557,20,8
by2308134,0,0,0,1,0,0,66,4356,0.3125,0.161073161,6.214285714,6.75,7,7,7,6.5,7,3.75,0.376263493,-0.652851181,-0.372172659,0.585885748,-0.500642565,-0.471655859,0.701089025,3893,0,25,0,0,1,0,0,1,0,556,485,23,11
22374085,0,0,1,0,0,0,70,4900,0.5625,0.638888889,1.714285714,4.75,5.5,5,4.25,5.25,5.75,3.75,0.362410512,-0.165104329,-0.462516999,2.395513541,0.394798252,0.652769406,0.174301624,4395,0,19,1,0,0,0,0,0,1,545,523,20,8
zy2308131,0,0,0,0,1,0,66,4356,0.5625,0.549967679,-5,3.5,7,7,3.75,2,3.75,1,0.812416083,0.203241047,0.258958578,1.878641504,0.627079718,0.650453287,0.353594571,4060,0,22,0,1,0,0,1,0,0,560,541,16,4
21377053,0,0,0,0,0,1,70,4900,0.4375,0.406409602,-5.464285714,3.25,5.25,4,3.25,4.5,5.25,4,1.005784765,0.136539878,-0.010639406,1.45978184,0.17339532,0.163045881,0.210930586,4273,1,20,1,0,0,0,1,0,0,570,553,17,5
20377359,0,0,0,0,0,1,58,3364,0.5625,0.570799285,3.821428571,6,6,7,5,5,5.5,4.25,-0.410783791,-0.591161581,-0.682960759,1.79504617,0.22462536,0.347650963,0.173436821,3539,0,22,1,0,0,0,1,0,0,556,523,17,5
22377339,0,0,0,0,1,0,66,4356,0.3125,0.458503575,-10.14285714,1.25,1.5,5,1.25,2.25,2.25,1,1.280678587,0.604617669,0.379758636,2.480808227,0.255300456,0.540162535,0.171792507,3615,0,21,1,0,0,1,0,0,0,556,518,11,11
22377339,0,0,0,0,0,1,66,4356,0.4375,0.523268398,-2.607142857,6.5,6.25,6.25,6.25,6.25,6,2.5,1.522495754,0.681886697,0.982192695,1.415021457,0.390247919,0.602249487,0.119965076,3615,0,21,1,0,0,1,0,0,0,556,518,9,9
22377256,0,0,0,0,0,1,66,4356,0.3125,0.100863422,7,5,5,4.5,4,4.5,4,4,2.273113758,0.260581057,0.42127383,2.531430824,1.365217799,1.757147856,-0.003459608,4038,1,19,1,0,0,1,0,0,0,520,427,1,1
20377387,0,0,0,0,0,1,66,4356,0.375,0.480094467,-5.678571429,5,4,4,5,5,6,2.25,0.353421811,-0.527143416,-0.514305291,1.678591723,0.311707444,0.274060843,0.112398244,3898,0,21,1,0,0,0,1,0,0,528,502,10,10
21377035,0,0,1,0,0,0,66,4356,0.4375,0.319318182,1.428571429,7,6,7,7,5,7,6.25,1.243031699,-0.278822819,0.329575014,1.065148438,-0.12123482,-0.492987961,0.003468493,4206,0,20,1,0,0,0,0,1,0,602,520,13,1
21377053,0,0,0,1,0,0,58,3364,0.4375,0.382864489,3.214285714,3.75,5.25,4.5,2.75,3.5,4.25,4.5,0.036805935,-0.7409369,-0.858179666,0.770316133,-0.517338924,-0.222280215,0.755407095,4273,1,20,1,0,0,0,1,0,0,570,553,22,10
zy2308131,0,0,1,0,0,0,62,3844,0.4375,0.462624016,-4.285714286,5.25,7,7,7,5,7,5.5,-0.478883118,-1.450100453,-1.508717608,0.915917164,-0.471792031,-0.54929607,0.050088078,4060,0,22,0,1,0,0,1,0,0,560,541,18,6
zy2308131,0,0,0,0,0,1,70,4900,0.375,0.238095238,-5,4.75,7,7,6.75,5.75,6.75,1.75,0.684196735,-1.318468244,-0.233605512,1.002251979,0.006913891,0.009205241,-0.0178905,4060,0,22,0,1,0,0,1,0,0,560,541,7,7
21377053,0,0,0,0,0,1,62,3844,0.4375,0.383937692,-3.857142857,1.5,5,5.25,2.25,3.5,4.5,2.75,1.818913854,-0.142318287,-0.425384272,1.646123923,0.250929642,0.695813609,0.149420947,4273,1,20,1,0,0,0,1,0,0,570,553,11,11
by2308111,0,0,0,0,0,1,66,4356,0.5625,0.730122818,3.035714286,1,3,2,2,3,3,1,0.029163015,-0.394588413,-0.268571487,0.276390787,-0.252314236,-0.61161814,0.324240565,3398,1,22,0,0,1,0,1,0,0,580,510,16,4
22377318,0,0,0,0,1,0,70,4900,0.375,0.556818182,-1.571428571,5.25,6.75,5.75,5.75,5.75,6.25,5,1.086994979,0.296238116,0.095949056,1.919792623,0.205323527,0.234639548,0.107750222,4396,1,20,1,0,0,1,0,0,0,500,523,9,9
22377202,0,0,0,1,0,0,66,4356,0.625,0.712990561,12.14285714,6,5.25,5.75,6,5.5,5.5,4.5,0.466741096,-0.656285695,-0.251796521,0.960874391,0.101344983,-0.128763931,0.027580442,3744,1,18,1,0,0,0,1,0,0,610,537,4,4
21377125,0,0,0,1,0,0,58,3364,0.3125,0.233333333,1.214285714,4.25,5.75,5,4,3.75,4.75,4.75,0.402347922,-0.233913075,-0.337145093,1.322484276,0.004324583,0.045371103,-0.008579353,4717,1,21,1,0,0,1,0,0,0,583,523,3,3
22377256,0,0,0,1,0,0,58,3364,0.1875,0.423571924,-2.25,4,5,4,3.75,3.25,3.75,3.75,0.077418697,-0.232676592,-0.560825487,1.560350002,-0.491770868,-0.534972323,0.661275148,4038,1,19,1,0,0,1,0,0,0,520,427,23,11
21377163,0,0,1,0,0,0,62,3844,0.5625,0.484649123,3.571428571,1.5,7,5,4,1.75,5.5,2.25,1.282082838,0.732709042,0.551718764,3.297693045,1.151269802,1.391829463,0.155341029,4904,1,20,1,0,0,0,0,1,0,438,523,10,10
sy2308220,0,0,0,1,0,0,62,3844,0.375,0.314671815,2.25,5,6.25,6.75,6.75,6.5,6.75,4.25,-0.036031564,-0.413570001,-0.488568409,0.97449361,-0.139422095,0.037661942,0.679778695,3752,0,23,0,1,0,0,0,1,0,530,500,23,11
by2308111,0,0,0,0,1,0,58,3364,0.3125,0.253638917,-11.46428571,1,2,1,1,3,3,1,0.076254019,-0.173185698,-0.308934757,1.206438119,-0.105647546,-0.024991191,0.100831337,3398,1,22,0,0,1,0,1,0,0,580,510,11,11
22377202,0,1,0,0,0,0,66,4356,0.5,0.463163943,11.35714286,6.25,5.25,4.75,6.5,6.25,6.75,5.25,-0.509240384,-0.824659504,-0.912155451,0.627271422,0.097170376,0.064467296,0.220589012,3744,1,18,1,0,0,0,1,0,0,610,537,17,5
22377202,0,0,0,1,0,0,58,3364,0.625,0.707567568,12.25,6.75,5.5,4.75,7,7,7,6.25,0.593345697,-0.031902824,-0.069921385,2.218953381,0.235339042,0.342507793,0.931827784,3744,1,18,1,0,0,0,1,0,0,610,537,21,9
21377172,1,0,0,0,0,0,70,4900,0.3125,0.377416756,-3.857142857,6.75,7,6,7,7,7,5.75,0.42922118,0,0,1.376090222,0,0,0.024558375,4773,0,21,1,0,0,1,0,0,0,650,580,6,6
21377298,0,0,0,0,1,0,70,4900,0.25,0.41379892,-6.678571429,4.25,5.25,5,4.75,5,5,3.75,-0.151474144,-0.59359432,-0.554079599,1.78257773,0.122377404,0.257866907,0.057981931,4306,1,19,1,0,0,0,1,0,0,500,450,10,10
zy2308131,0,0,1,0,0,0,70,4900,0.375,0.192479571,-3.75,5,7,7,6.25,3,5.75,3,1.512280535,0.114670945,0.252695199,1.30034975,0.18804447,0.232233747,-0.0316003,4060,0,22,0,1,0,0,1,0,0,560,541,11,11
21377035,0,1,0,0,0,0,62,3844,0.3125,0.265130235,-2.428571429,3.5,5.75,5,6,5.5,5,4.25,1.058560169,-0.513965577,-0.26664872,1.618563028,-0.127759271,0.381592318,0.154599801,4206,0,20,1,0,0,0,0,1,0,602,520,11,11
22374085,0,0,0,0,1,0,58,3364,0.5,0.431748204,-1.178571429,5,5.5,5,4.25,4.75,5.75,2.25,0.227356989,-0.15449418,-0.302787315,1.48298974,0.476666453,0.699658448,0.080816425,4395,0,19,1,0,0,0,0,0,1,545,523,18,6
20377359,0,0,0,1,0,0,58,3364,0.5625,0.573593074,3.285714286,5,7,7,4.75,4.75,6.25,5.5,0.744340182,0.409076706,0.199753174,1.62210388,0.963118732,0.986475737,0.101106748,3539,0,22,1,0,0,0,1,0,0,556,523,9,9
by2308145,0,0,0,1,0,0,62,3844,0.5625,0.479512195,7.857142857,3.5,4.5,3.75,4.75,3.75,4.75,3.25,0.907104621,0.841206101,0.853531808,1.255158397,1.073313129,0.936554332,0.023619842,5698,1,25,0,0,1,0,0,1,0,559,568,5,5
by2308134,0,0,0,1,0,0,58,3364,0.5625,0.592307692,12.64285714,6.5,7,6.75,7,5.5,7,5,0.452792253,0.0121593,-0.260520759,0.842090725,-0.176039504,0.175162612,0.374643266,3893,0,25,0,0,1,0,0,1,0,556,485,16,4
by2308108,0,0,0,1,0,0,58,3364,0.5,0.720479082,2.285714286,3.75,6.25,6.75,6.75,4.5,6.75,2.25,0.410869064,-0.629692087,-0.77737472,1.086383184,0.369901226,0.2204294,0.092514515,5214,1,23,0,0,1,0,0,1,0,556,525,10,10
by2308106,0,1,0,0,0,0,58,3364,0.6875,0.775383645,-0.964285714,6,6,6,6.25,5.25,4.75,5.5,0.300348741,-0.255043913,-0.495303833,2.600310724,1.044875553,1.37825913,0.079864576,3590,0,23,0,0,1,0,0,1,0,585,566,14,2
22377256,0,0,0,0,1,0,58,3364,0.25,0.483134921,-5.071428571,4,5,5,4,3.5,3.75,3,0.675374869,-0.096520603,-0.07193592,1.081985065,0.032789366,0.175442319,0.125952452,4038,1,19,1,0,0,1,0,0,0,520,427,20,8
21377298,0,0,1,0,0,0,70,4900,0.25,0.389747191,-7.071428571,5,4.75,5,4.75,4.5,4,4.75,-0.86943536,-0.732503169,-0.86943536,0.487258763,-0.193409316,-0.425022487,0.160868719,4306,1,19,1,0,0,0,1,0,0,500,450,17,5
22377339,0,0,0,0,0,1,62,3844,0.3125,0.524801587,-4.285714286,2.5,2.5,2.5,2.5,2.75,1.75,1.5,0.282063253,-0.416562325,-0.134003353,0.026811799,-0.692502796,-0.82507328,0.109731413,3615,0,21,1,0,0,1,0,0,0,556,518,20,8
by2308134,0,1,0,0,0,0,66,4356,0.1875,0.353535354,-13.07142857,6.25,7,6.75,7,6.5,7,4.25,-0.562045644,-0.924454658,-0.899692589,0.27977071,-0.73659279,-0.805444647,-0.037419304,3893,0,25,0,0,1,0,0,1,0,556,485,12,12
21377125,0,1,0,0,0,0,66,4356,0.25,0.455004455,-0.107142857,2,4.5,4.5,2.25,3.75,2.75,2.75,0.368759046,-0.392076961,-0.433670879,0.575773725,-0.200068354,-0.365168155,0.706474066,4717,1,21,1,0,0,1,0,0,0,583,523,23,11
21377125,0,0,0,1,0,0,70,4900,0.3125,0.499494949,2.25,2.25,4.5,4.25,2.75,2.5,2.5,2.5,0.617257502,-0.094387407,-0.35033521,0.31027755,-0.853017816,-0.863587113,0.045485001,4717,1,21,1,0,0,1,0,0,0,583,523,15,3
21377172,0,0,0,0,0,1,58,3364,0.375,0.558982684,-3.821428571,7,7,6.75,7,7,7,6.5,0.560738624,0,0,1.629868785,0,0,0.143050715,4773,0,21,1,0,0,1,0,0,0,650,580,9,9
21377006,0,0,1,0,0,0,70,4900,0.375,0.454014454,13.07142857,4.75,5.5,5.25,5,5.5,5.25,3.25,0.602519269,-0.756140593,-0.719256152,0.733792439,-0.165757269,-0.117896562,0.679273248,4012,0,20,1,0,0,1,0,0,0,585,530,23,11
