ID,Aircraft,Community,Clock,Industrial,Shipping,Vehicular,NoiseLevel,NoiseLevelSquare,Comprehensibility,Intelligibility,UEQKPI,Attractiveness,UEQComprehensibility,Dependability,Efficiency,ContentQuality,ContentTrustworthiness,Acoustics,PeakPupilListen,MeanPupilListen,PrepeakPupilListen,PeakPupilSpeak,MeanPupilSpeak,PrepeakPupilSpeak,IntelligibilityTransformer,Time,Sex,Age,Bachelor,Master,Doctorate,CS,Economy,Management,Engeneering,Cet4,Cet6,Round,RoundBreak
22377339,0,1,0,0,0,0,58,3364,0.1875,0.523171087,-7.25,1.25,1.5,1.5,1.75,1.5,1.5,1.75,1.025427134,0.425917151,0.122305375,1.576232902,0.699500218,0.29637896,0.086567357,3615,0,21,1,0,0,1,0,0,0,556,518,8,8
21377298,1,0,0,0,0,0,58,3364,0.125,0.50527027,-9.892857143,4,4,3.5,4.25,4.25,5,3.75,0.129162162,-0.412164262,-0.274361365,1.240014206,-0.240833778,-0.206016729,0.850788474,4306,1,19,1,0,0,0,1,0,0,500,450,21,9
22377339,0,1,0,0,0,0,62,3844,0.125,0.381427707,-2.714285714,2.5,2.5,2.75,3,3.5,3,2.75,0.474621367,0.127000955,-0.076327582,3.385383553,-0.003403094,0.178304311,0.629949689,3615,0,21,1,0,0,1,0,0,0,556,518,22,10
by2308103,1,0,0,0,0,0,62,3844,0.3125,0.305286006,2.785714286,6.25,7,7,7,6.5,7,5.75,0.741135285,0.253419765,0.276806983,0.985814445,0.227596345,0.338016035,0.164127156,4557,1,23,0,0,1,0,0,1,0,556,553,17,5
21377172,0,0,0,1,0,0,62,3844,0.1875,0.366447368,2.178571429,7,7,6.75,7,7,7,6.75,0.465402361,0,0,1.408261435,0,0,0.025595043,4773,0,21,1,0,0,1,0,0,0,650,580,19,7
22377202,0,1,0,0,0,0,58,3364,0.375,0.573578342,10.46428571,6.25,4.75,5.25,6.5,7,7,5,0.375655624,-0.451300837,-0.679768863,2.289631976,0.684577795,0.484737147,0.780660927,3744,1,18,1,0,0,0,1,0,0,610,537,22,10
zy2308131,0,0,1,0,0,0,66,4356,0.375,0.361382114,-3.214285714,4.5,6.5,6.75,5.75,4.75,5.5,4.25,2.121786901,0.974687944,1.308470886,2.852865964,0.997810149,1.15285302,-0.019527141,4060,0,22,0,1,0,0,1,0,0,560,541,5,5
22374085,0,0,1,0,0,0,62,3844,0.25,0.166013072,-3.142857143,4.5,5.25,4.25,4.25,5.5,5.5,1.5,0.698219271,-0.083211266,0.010957648,1.366186693,0.604609602,-0.159538202,-0.015340989,4395,0,19,1,0,0,0,0,0,1,545,523,3,3
by2308134,0,0,0,0,1,0,66,4356,0.125,0.431547619,-15.85714286,5.75,6.75,6.75,7,6,7,4.5,0.562594386,0.0862862,-0.205871941,0.682378531,-0.236588799,0.03605284,0.14510636,3893,0,25,0,0,1,0,0,1,0,556,485,20,8
zy2207207,0,1,0,0,0,0,66,4356,0.4375,0.463546987,13.78571429,5,6,6.75,6,4.75,7,3,-0.26376693,-0.817576648,-1.042980344,0.784628919,-0.372866635,-0.182258437,0.172381163,4030,1,24,0,1,0,0,0,0,1,616,598,11,11
sy2308310,1,0,0,0,0,0,66,4356,0.125,0.325910931,-16.71428571,5,5.5,5.5,5.5,5,5,5.75,-0.148280928,-0.125515026,-0.389160043,1.166492557,-0.04015015,0.120338944,0.120959699,4487,0,22,0,1,0,0,0,1,0,667,585,10,10
20377387,0,1,0,0,0,0,66,4356,0.25,0.577247889,-6.25,6,5.75,6,6,5.75,6,4,0.496281224,-0.21536938,-0.236815273,1.129485312,-0.035006599,-0.005549226,-0.040662486,3898,0,21,1,0,0,0,1,0,0,528,502,4,4
20377387,0,0,1,0,0,0,58,3364,0.25,0.577960526,-11.78571429,1,1,1,1,1,1,1,0.62029188,-0.241469694,-0.348302368,1.61950874,0.207119527,0.245100071,0.045233883,3898,0,21,1,0,0,0,1,0,0,528,502,19,7
21377053,1,0,0,0,0,0,66,4356,0.1875,0.393939394,1.285714286,5.75,6.5,6,6.25,6.25,6.5,6.25,-0.029260804,-0.571277012,-0.783632324,0.45692263,-0.632949102,-0.587399087,-0.009396676,4273,1,20,1,0,0,0,1,0,0,570,553,12,12
by2308108,0,0,1,0,0,0,70,4900,0.25,0.535714286,5.5,2.75,5.75,6.25,6.5,3.75,6.5,2.25,-0.211870515,-0.874955871,-0.885468103,1.061755066,0.078961238,-0.320803769,0.111387745,5214,1,23,0,0,1,0,0,1,0,556,525,9,9
zy2308131,0,0,0,1,0,0,70,4900,0.125,0.225668449,-0.535714286,5.5,7,7,7,5.5,6.5,4,-0.477240243,-0.782844862,-0.804977572,1.01749522,-0.44307235,-0.303295169,0.59626776,4060,0,22,0,1,0,0,1,0,0,560,541,24,12
20377359,0,0,0,0,0,1,62,3844,0.3125,0.570251059,0.892857143,1.5,6.25,5.5,4.75,4.5,6,1.75,-0.355311736,-0.731751613,-0.646562085,2.212718115,-0.132349951,0.285047314,0.703770757,3539,0,22,1,0,0,0,1,0,0,556,523,22,10
zy2308131,0,1,0,0,0,0,66,4356,0.125,0.297362285,-5,4.75,6.75,7,6,4.75,5.75,3.25,0.693029567,0.134264934,-0.158832742,-0.915887682,-1.877948097,-1.796537484,0.051503323,4060,0,22,0,1,0,0,1,0,0,560,541,8,8
22377256,0,0,1,0,0,0,58,3364,0.0625,0.40317139,-5.321428571,3.25,5,4,3.25,3,3.75,3.25,0.66580757,0.147315764,0.048775224,1.053283169,0.090280256,0.081696643,0.142508268,4038,1,19,1,0,0,1,0,0,0,520,427,10,10
21377125,0,0,0,0,0,1,70,4900,0,0.211963097,0.857142857,2.5,6,5.5,2.5,4.5,5.5,2.75,0.297832417,-0.11097076,-0.138363018,-0.137747245,-0.834661984,-0.932305827,0.7247051,4717,1,21,1,0,0,1,0,0,0,583,523,22,10
20377387,0,0,0,1,0,0,62,3844,0.25,0.504354469,-5,1,1,1,1,1,1,1,0.326164519,-0.181588313,-0.171065941,1.408261435,0.105662552,0.224382294,0.094548628,3898,0,21,1,0,0,0,1,0,0,528,502,2,2
by2308106,0,0,1,0,0,0,66,4356,0.375,0.453276047,-3,6.5,7,7,6.75,5.25,5.25,7,0.786149292,0.012342561,-0.080900256,2.75971403,0.776932577,1.109033285,0.033684902,3590,0,23,0,0,1,0,0,1,0,585,566,6,6
by2308145,1,0,0,0,0,0,70,4900,0.25,0.376923077,6.285714286,3.75,4.5,4,4,3.25,4,4.25,0.42922118,-0.181695101,-0.292654653,1.376090222,0.035111563,0.126431582,0.36975053,5698,1,25,0,0,1,0,0,1,0,559,568,16,4
21377061,0,0,0,0,1,0,62,3844,0,0.307900433,-2.214285714,4,5.5,5.5,5,5,5,2.25,1.035914389,-0.05129801,-0.124843869,1.482420384,0.203569634,0.197258294,0.098408572,4293,0,21,1,0,0,1,0,0,0,512,432,9,9
21377035,0,0,0,0,0,1,66,4356,0.0625,0.259754991,-9.821428571,6.5,5.25,5.5,6.5,6,2.75,3.25,-0.232740541,-0.661280381,-0.67750706,1.908446861,0.077424514,0.073494868,0.60230279,4206,0,20,1,0,0,0,0,1,0,602,520,22,10
20377359,0,1,0,0,0,0,70,4900,0.1875,0.326644737,4.214285714,5.25,5.5,5.5,4.75,4,5.25,5,-0.619619764,-0.933956826,-0.998370062,0.861810417,-0.411493286,0.075136123,0.04554148,3539,0,22,1,0,0,0,1,0,0,556,523,19,7
20377387,1,0,0,0,0,0,66,4356,0,0.191470054,-12.03571429,5,4,5,6,5,5,4,-0.354260551,-0.732869191,-0.727159791,0.440435655,-0.328770006,-0.31436692,0.656873167,3898,0,21,1,0,0,0,1,0,0,528,502,22,10
22377099,0,0,0,0,1,0,58,3364,0.3125,0.636842105,-5.607142857,2.25,6.5,5.25,5.5,6,6.75,1.5,0.754890573,0.362285339,0.21759951,1.733359546,0.212597415,0.370344634,0.086474657,4034,0,19,1,0,0,0,1,0,0,630,523,19,7
by2308134,1,0,0,0,0,0,62,3844,0.25,0.612886273,-8.785714286,7,7,7,7,5.75,6.75,5.75,0.732288592,-0.118786404,-0.269843728,0.852072737,-0.215302523,-0.080686896,0.065463468,3893,0,25,0,0,1,0,0,1,0,556,485,14,2
22377256,1,0,0,0,0,0,62,3844,0,0.405675676,-3.392857143,4,5,5,4,3.75,4,2.75,0.723211362,-0.867168863,-0.667553359,0.507947141,-0.019650015,-0.114589998,0.796348631,4038,1,19,1,0,0,1,0,0,0,520,427,21,9
21377298,0,0,0,0,0,1,58,3364,0.1875,0.253781513,-0.321428571,2,3,4.25,3.25,2.75,3.5,1.25,1.95329815,0.282477705,0.559321457,1.859752714,0.607849971,0.660654196,0.090586431,4306,1,19,1,0,0,0,1,0,0,500,450,2,2
22377339,0,0,1,0,0,0,62,3844,0.1875,0.295454545,-2.357142857,1.5,2,1.75,2.5,2,1.75,1.5,0.470143271,-0.0320569,-0.183738052,1.795659589,0.285126499,0.490908969,-0.010525152,3615,0,21,1,0,0,1,0,0,0,556,518,13,1
20377292,0,0,0,1,0,0,70,4900,0.125,0.290797126,5.285714286,3.25,5,2.75,4,4.75,4,1.25,0.82696313,0.174002072,0.089152245,0.495008294,-0.317584104,-0.277016685,0.106496334,4467,1,20,1,0,0,1,0,0,0,500,523,18,6
zy2308131,0,1,0,0,0,0,70,4900,0.125,0.307244404,-2.5,4.75,6.5,7,7,2.75,5,2,-0.73188576,-1.042470817,-1.143688848,0.473983977,-0.52745935,-0.329780563,0.550278008,4060,0,22,0,1,0,0,1,0,0,560,541,22,10
by2308103,0,0,0,0,0,1,66,4356,0.25,0.508243243,-6,6.25,7,7,7,6.5,7,5.5,0.591949414,-0.11488784,-0.142285391,1.639189645,0.258135523,0.398549935,0.805218816,4557,1,23,0,0,1,0,0,1,0,556,553,21,9
by2308111,0,1,0,0,0,0,70,4900,0.25,0.540106952,7.785714286,6,6.25,6,6,6,6,5.75,0.42158805,-0.181531003,-0.110836788,0.111572272,-0.365818087,-0.412264237,0.804056227,3398,1,22,0,0,1,0,1,0,0,580,510,24,12
20377387,0,0,0,1,0,0,58,3364,0.1875,0.408991548,-3.25,5,5,5,5,5,5,5,0.755829428,-0.55745904,-0.841433902,2.368928929,0.519273343,0.561013875,0.043349385,3898,0,21,1,0,0,0,1,0,0,528,502,8,8
21377035,1,0,0,0,0,0,66,4356,0,0.226383266,-10.46428571,1.25,4.5,5.5,5.25,3.75,3.75,2.5,-0.199799196,-0.810373052,-0.914944098,1.091501514,-0.444625942,-0.451059596,0.135381401,4206,0,20,1,0,0,0,0,1,0,602,520,10,10
by2308103,0,0,0,0,1,0,66,4356,0.125,0.39006039,-9.892857143,6.25,7,7,7,6.5,7,5,-0.440788495,-0.459147218,-0.566762201,-0.213547619,-0.571617599,-0.475326307,0.764345884,4557,1,23,0,0,1,0,0,1,0,556,553,23,11
22377202,0,0,0,0,0,1,66,4356,0.3125,0.570933571,13.85714286,6.25,5,5,6.75,6.5,7,5,-0.090823102,-0.536550705,-0.398073349,0.943911528,0.089902958,-0.173714185,0.646451116,3744,1,18,1,0,0,0,1,0,0,610,537,23,11
21377163,0,0,0,0,0,1,58,3364,0.25,0.429292929,5.464285714,1.5,7,5,4.25,4,5.75,2.5,0.560738624,-0.074247727,-0.148804301,1.629868785,0.292012344,0.401149928,-0.020206366,4904,1,20,1,0,0,0,0,1,0,438,523,12,12
22377318,0,0,0,0,1,0,58,3364,0.25,0.636115199,-0.75,5,6.5,6,5.75,5,6,3.25,0.078192902,-1.070216437,-0.480340455,0.355382965,-0.527273966,-0.328233038,0.038459282,4396,1,20,1,0,0,1,0,0,0,500,523,14,2
22377256,0,1,0,0,0,0,70,4900,0,0.405844156,-1.142857143,4,5,5,4,3.25,4,3.25,0.488812543,0.096693781,0.011646377,1.813883418,0.228407256,0.537778219,0.091757834,4038,1,19,1,0,0,1,0,0,0,520,427,9,9
21377242,0,0,0,0,0,1,70,4900,0,0.171626984,-0.071428571,5.25,4,4.5,4.5,4.5,4.5,3.5,0.312328783,-0.123319443,0.000794943,0.602822046,-0.356637929,-0.200177038,0.110889554,3895,1,20,1,0,0,1,0,0,0,550,500,20,8
21377061,0,0,0,0,0,1,62,3844,0,0.182386364,-1.464285714,5,5.5,6,5.25,6,6,2.25,1.13020758,0.167464803,0.172829043,1.867913137,0.068388007,0.185991753,-0.077156171,4293,0,21,1,0,0,1,0,0,0,512,432,13,1
21377163,0,0,0,0,1,0,62,3844,0.1875,0.075,3.321428571,1,6.75,6.5,4,3,5.5,1.25,0.538847366,0.002120732,-0.134571094,1.485144003,0.333051898,0.359560744,0.036099724,4904,1,20,1,0,0,0,0,1,0,438,523,13,1
21377061,0,0,0,1,0,0,62,3844,0,0.427642833,-4.607142857,5,5.25,5.25,5.25,5.75,6,2.25,0.686474915,-0.560225791,-0.301375294,1.457460421,-0.096032865,-0.058627009,0.091228411,4293,0,21,1,0,0,1,0,0,0,512,432,18,6
21377006,0,0,0,0,0,1,70,4900,0.125,0.372368421,9.214285714,4,5.75,5.5,5.25,5.5,5.25,3,0.138014209,-0.686841047,-0.746016862,0.688351726,-0.046264196,-0.084469148,0.052724183,4012,0,20,1,0,0,1,0,0,0,585,530,19,7
by2308111,1,0,0,0,0,0,70,4900,0.0625,0.083881579,8.642857143,4,4,4,4,4,4,4,-0.724293052,-0.974316851,-1.560086075,0.841425498,-0.961979542,-0.803072822,0.043552868,3398,1,22,0,0,1,0,1,0,0,580,510,19,7
22377318,0,1,0,0,0,0,66,4356,0.125,0.25,-0.857142857,5,6.75,6.5,6.25,6.25,6.5,3.5,1.233084606,-0.359058713,0.237760243,0.927139928,0.082026233,0.224311511,0.050266985,4396,1,20,1,0,0,1,0,0,0,500,523,13,1
20377359,1,0,0,0,0,0,58,3364,0.3125,0.661616162,2.464285714,3.25,7,6.5,5,5.5,7,3.5,0.18961963,-0.120224997,-0.257588446,0.953176155,0.241389628,0.225538531,-0.017945945,3539,0,22,1,0,0,0,1,0,0,556,523,12,12
22377339,0,0,0,0,1,0,58,3364,0.125,0.472677596,-2.464285714,2,2,1.75,1.5,2.75,3.25,2.5,-0.026925349,-0.359069527,-0.757068174,0.716438533,-0.325102713,-0.333636482,-0.05807025,3615,0,21,1,0,0,1,0,0,0,556,518,4,4
by2308106,0,1,0,0,0,0,70,4900,0.1875,0.341599842,3.428571429,4.75,4.75,5.5,5,5.75,4.5,5.75,0.315530008,-0.444823851,-0.420454081,1.332674912,0.218961533,0.20892742,0.676120996,3590,0,23,0,0,1,0,0,1,0,585,566,23,11
by2308108,1,0,0,0,0,0,62,3844,0.25,0.488851647,4.892857143,3.5,6.75,6.75,6.75,5.25,6.75,1.5,0.365131129,-0.182171562,-0.502812977,1.849854872,0.393102007,0.600903066,0.076312907,5214,1,23,0,0,1,0,0,1,0,556,525,8,8
21377035,0,0,0,1,0,0,70,4900,0,0.102593996,-9.928571429,1.5,5.5,5.5,5.5,4.75,3.5,2.5,0.841147294,-0.157979977,-0.005307602,1.506562456,0.175996774,0.28504088,0.056676276,4206,0,20,1,0,0,0,0,1,0,602,520,8,8
sy2308310,0,1,0,0,0,0,66,4356,0.3125,0.802262443,-5.285714286,6,5.5,5,5.5,5.5,5,5.5,-0.325735018,-0.815877831,-0.576899585,0.142098492,-0.154430447,-0.17248066,0.325004965,4487,0,22,0,1,0,0,0,1,0,667,585,16,4
21377125,0,0,0,0,0,1,58,3364,0.0625,0.38374617,0.5,2.5,5.75,5.75,3,3.5,5,2.75,0.36420646,-0.332110844,-0.346940364,0.679483168,-0.355221206,-0.297344337,0.185042679,4717,1,21,1,0,0,1,0,0,0,583,523,11,11
21377172,0,0,1,0,0,0,66,4356,0.25,0.745466986,-4,7,6.75,6.75,6.75,7,6,5.25,0.544026867,0,0,1.58121131,0,0,0.101942092,4773,0,21,1,0,0,1,0,0,0,650,580,18,6
21377298,0,0,0,0,0,1,62,3844,0,0.277380952,-7.392857143,1,3.25,1.75,1,2.5,2.5,1.75,0.339639391,-0.199017461,-0.170267171,1.597825496,-0.324287471,-0.418414404,0.030204421,4306,1,19,1,0,0,0,1,0,0,500,450,7,7
by2308134,0,0,1,0,0,0,58,3364,0.1875,0.333986928,-15.85714286,2.5,6.5,6.25,4.75,4.25,5.75,2.25,2.034036326,1.290430811,1.256138584,1.380019895,0.116460092,0.191066534,-0.022092225,3893,0,25,0,0,1,0,0,1,0,556,485,3,3
21377086,0,0,1,0,0,0,66,4356,0.125,0.630833872,-12.53571429,3.25,5,5.25,5.5,4,4,2.5,0.349491978,-0.025293991,-0.261585968,1.578286157,0.090202109,0.079547853,0.339793026,4101,0,20,1,0,0,1,0,0,0,500,500,16,4
sy2308220,0,0,0,0,0,1,70,4900,0.1875,0.50802139,7.25,2.75,6.75,6,5,6.5,6.25,3,-0.077109823,-0.264420998,-0.417928303,0.645402006,-0.233427792,-0.343744142,0.837110639,3752,0,23,0,1,0,0,0,1,0,530,500,24,12
20377387,0,0,0,0,1,0,58,3364,0.1875,0.478943089,-8,5.5,5,6,6,5,6,4,0.38117406,-0.447784677,-0.688767032,1.997742592,0.332167604,0.695028532,0.039058883,3898,0,21,1,0,0,0,1,0,0,528,502,5,5
22377256,1,0,0,0,0,0,70,4900,0,0.29657228,2.357142857,4,5,5,4,4,4,4.25,1.545999054,0.635505318,0.058759947,1.19679265,1.032465198,0.532248976,-0.034544345,4038,1,19,1,0,0,1,0,0,0,520,427,4,4
22374085,0,0,0,1,0,0,62,3844,0.3125,0.593145743,2.392857143,4.75,5.75,5.75,4.25,4.75,6,4.5,1.088779458,0.314666676,0.113493147,1.431888407,-0.303826068,-0.208562443,0.064788148,4395,0,19,1,0,0,0,0,0,1,545,523,15,3
22377339,1,0,0,0,0,0,66,4356,0.0625,0.327702703,-0.178571429,4.5,4.5,5.5,5.5,4.5,5.5,5.5,0.597431667,-0.016377519,0.015210278,1.477714797,0.047763794,0.346096131,0.795010984,3615,0,21,1,0,0,1,0,0,0,556,518,21,9
zy2207207,0,0,1,0,0,0,66,4356,0.5625,0.672252987,15.07142857,4.5,6,6.75,5.25,5.25,6.75,2,0.488762606,-0.408630277,-0.455782356,1.640068477,0.580847665,0.643251152,0.114342198,4030,1,24,0,1,0,0,0,0,1,616,598,8,8
21377086,0,0,0,0,0,1,70,4900,0,0.365549093,-6.678571429,3.25,6,5,5.75,5.25,5,3,0.522677734,-0.160141543,-0.154657784,0.588653261,-0.131272697,-0.157979266,0.095800258,4101,0,20,1,0,0,1,0,0,0,500,500,18,6
by2308145,0,0,1,0,0,0,58,3364,0.0625,0.30323654,-14.57142857,3,2.75,2.25,3.25,3.25,3.75,2.75,-0.688141854,-0.675622171,-0.690156797,0.549382684,-0.193347916,0.149240714,0.767344415,5698,1,25,0,0,1,0,0,1,0,559,568,22,10
sy2308207,0,0,0,0,0,1,70,4900,0.1875,0.394864865,-11.35714286,3,6,4.5,4,4.75,4.75,2,0.971034432,-0.528261381,-0.417568706,0.837290581,-0.309290868,-0.111596985,0.799371123,3383,1,23,0,1,0,0,0,1,0,478,557,21,9
21377035,0,1,0,0,0,0,66,4356,0.125,0.520555915,-11.89285714,4.25,6.75,6.5,7,4.5,6,3.75,0.25479136,-0.468967551,-0.4133208,1.045383631,-0.112178902,0.091768928,0.286964595,4206,0,20,1,0,0,0,0,1,0,602,520,16,4
21377086,0,0,0,0,0,1,62,3844,0,0.524621212,-10.03571429,2.25,5,5.5,5.25,4.25,3.75,3.75,0.605147142,-0.000234366,0.092629519,1.350120795,0.246768492,-0.260143655,-0.016414806,4101,0,20,1,0,0,1,0,0,0,500,500,12,12
zy2308131,0,1,0,0,0,0,62,3844,0.125,0.18627451,-3.75,3.75,4.75,6.5,4.25,3.75,4.5,3,0.707272128,-0.226193587,-0.059815564,1.274063761,0.036779731,-0.159407867,0.005554439,4060,0,22,0,1,0,0,1,0,0,560,541,3,3
21377242,0,0,1,0,0,0,62,3844,0.1875,0.485714286,10.10714286,5.75,2.25,4,5,5,4.75,3,0.482963354,-0.154960685,-0.155995707,1.209036541,0.224986833,0.185367482,0.077551492,3895,1,20,1,0,0,1,0,0,0,550,500,7,7
21377125,1,0,0,0,0,0,70,4900,0.0625,0.3177645,3.178571429,2.75,5.75,5.25,3.25,3.75,5.5,4.25,1.484268448,0.478762605,0.376291495,2.658259346,0.308280108,0.722923635,0.081930548,4717,1,21,1,0,0,1,0,0,0,583,523,8,8
sy2308310,0,0,1,0,0,0,62,3844,0.375,0.555462185,2.5,5,5.25,4.25,4.75,5,4.25,5,0.670427714,0.524492842,-0.02341705,1.545599022,1.310959216,0.89906099,0.076191902,4487,0,22,0,1,0,0,0,1,0,667,585,2,2
21377163,0,0,0,1,0,0,70,4900,0.125,0.322882999,3.75,4.25,6.75,5.25,5.25,4,6.5,4.5,0.339531302,-0.415330503,-0.625584087,0.946147803,-0.374059706,-0.154430161,0.363546371,4904,1,20,1,0,0,0,0,1,0,438,523,16,4
by2308145,0,0,1,0,0,0,70,4900,0.125,0.622638327,-12.85714286,3.75,3,3.25,4.75,3,4,4.5,0.330851563,-0.221862341,-0.399960463,1.491676917,0.18124565,0.203585374,0.143893808,5698,1,25,0,0,1,0,0,1,0,559,568,10,10
21377061,0,0,0,0,1,0,58,3364,0,0.527837838,-2.642857143,5,5.75,5.75,5.25,6,6,3,0.281568858,-0.369405545,-0.57681505,1.490740371,0.484657564,0.40028185,0.800852418,4293,0,21,1,0,0,1,0,0,0,512,432,21,9
21377298,0,1,0,0,0,0,62,3844,0,0.402597403,-7.071428571,4.25,5.5,5.75,6,6,5.75,3,-0.495253619,-0.702664056,-0.873275379,1.539359599,0.32921284,0.073420789,0.092503041,4306,1,19,1,0,0,0,1,0,0,500,450,9,9
21377242,1,0,0,0,0,0,66,4356,0.125,0.468037518,10.75,5.5,3.5,4.25,4.5,4.5,5,5.75,0.091902002,-0.443734748,-0.250191153,0.049079396,-0.205233088,-0.368509249,0.023871152,3895,1,20,1,0,0,1,0,0,0,550,500,15,3
20377387,1,0,0,0,0,0,70,4900,0.0625,0.247727273,-4.535714286,5,5,5,5,5,5,5,0.193846376,-0.470233963,-0.580808718,1.270709065,0.198404413,0.227494345,0.002438898,3898,0,21,1,0,0,0,1,0,0,528,502,13,1
22377339,0,0,1,0,0,0,70,4900,0.0625,0.356874329,2.607142857,6.5,6.25,6.5,6.25,6.25,7,6.25,-0.555924039,-1.224697779,-1.322782465,1.491676917,0.18124565,0.203585374,0.088116683,3615,0,21,1,0,0,1,0,0,0,556,518,6,6
21377163,1,0,0,0,0,0,66,4356,0.125,0.284895655,6.035714286,4.5,7,5.25,4,3,6.5,6,0.37009292,-0.232274023,-0.186107854,0.932017682,-0.145144501,-0.065597923,0.091674976,4904,1,20,1,0,0,0,0,1,0,438,523,18,6
by2308145,0,0,0,1,0,0,70,4900,0,0.188100188,-0.071428571,4.5,4.75,4.75,5,5,4.5,5.25,-0.18539751,-0.406109059,-0.45826286,0.491373722,-0.122248701,-0.129463067,0.695544004,5698,1,25,0,0,1,0,0,1,0,559,568,23,11
22377339,0,0,0,1,0,0,70,4900,0,0.235526316,-1.25,2.5,2.5,2.5,3.5,2.5,2.5,2.5,0.926909029,-0.065867035,-0.148319238,1.822528163,0.173697961,0.48797748,0.07757549,3615,0,21,1,0,0,1,0,0,0,556,518,19,7
zy2308131,1,0,0,0,0,0,70,4900,0.125,0.294433095,-3.571428571,4.75,7,7,5.75,4.5,6.5,3.75,0.588094595,-0.010484188,-0.097479975,1.431638622,0.006184854,-0.022799012,0.129560173,4060,0,22,0,1,0,0,1,0,0,560,541,17,5
21377298,0,1,0,0,0,0,66,4356,0.0625,0.536682783,-1.928571429,4.75,3.25,5,5,3.5,3,3.25,0.921959726,-0.770298105,-0.63842793,0.337300755,-0.326709699,-0.800629589,0.044689249,4306,1,19,1,0,0,0,1,0,0,500,450,14,2
21377125,0,0,0,1,0,0,66,4356,0,0.278340081,1.214285714,3,5.25,5.5,3,2.75,4.5,3.25,0.720966945,0.395617536,0.424903776,1.156546607,-0.041683192,0.060123428,0.164187744,4717,1,21,1,0,0,1,0,0,0,583,523,10,10
by2308145,0,1,0,0,0,0,70,4900,0,0.400675676,-12.32142857,4,4.75,3.25,5,4.25,3.75,5.25,-0.280497327,-0.626954964,-0.643893986,0.758698587,-0.080754213,-0.085793541,0.828057349,5698,1,25,0,0,1,0,0,1,0,559,568,21,9
21377006,1,0,0,0,0,0,66,4356,0.1875,0.60458272,12.53571429,5.5,5.5,5.5,5.75,4.75,5.25,4.5,-0.669820678,-1.184402637,-1.209057167,1.011485681,-0.477629083,-0.167598822,0.059608884,4012,0,20,1,0,0,1,0,0,0,585,530,14,2
21377006,1,0,0,0,0,0,62,3844,0.125,0.398442226,10.17857143,4.75,5.75,5.5,5.5,5.5,5.5,3.75,0.233944602,-0.117690402,-0.268469082,1.27403202,0.332675108,0.558633043,0.738069117,4012,0,20,1,0,0,1,0,0,0,585,530,22,10
22377339,1,0,0,0,0,0,62,3844,0.0625,0.34804878,-5.535714286,6.75,6.25,6.75,7,6,6.75,4.5,0.810478542,0.32067984,0.220742869,1.406065266,-0.102104157,0.020962561,-0.018101335,3615,0,21,1,0,0,1,0,0,0,556,518,5,5
by2308111,0,1,0,0,0,0,66,4356,0.0625,0.335188934,-10.53571429,1,3,2,2,3,3,1,0.849331338,0.333676988,0.332812126,0.602103566,0.083609456,0.016022284,0.070884779,3398,1,22,0,0,1,0,1,0,0,580,510,10,10
21377006,0,0,0,1,0,0,66,4356,0.1875,0.445238095,13.07142857,4.75,5.25,5.25,4.75,5.25,4.75,3.5,1.006436713,0.273402358,0.138742058,2.107111748,0.87890621,1.065260824,0.038752116,4012,0,20,1,0,0,1,0,0,0,585,530,7,7
20377359,1,0,0,0,0,0,70,4900,0.25,0.53626235,3.678571429,5.75,7,6.5,5,4,5.75,5.25,-0.358574798,-0.136428628,-0.419873103,1.73304799,0.004038837,0.59344049,0.105788291,3539,0,22,1,0,0,0,1,0,0,556,523,14,2
20377387,0,0,0,1,0,0,70,4900,0,0.267857143,-8.607142857,7,7,7,7,7,7,1,-0.163463836,-0.490738981,-0.582369105,0.492183058,-0.196829708,-0.191313425,0.163937956,3898,0,21,1,0,0,0,1,0,0,528,502,20,8
sy2308220,0,0,1,0,0,0,66,4356,0.125,0.325393224,4.5,5.25,7,6.5,6.75,6.25,6.75,5.25,-0.189390398,-0.382910956,-0.658097766,1.234655918,-0.189673811,0.100214006,0.653778791,3752,0,23,0,1,0,0,0,1,0,530,500,22,10
by2308111,0,1,0,0,0,0,62,3844,0.0625,0.220813008,-12.03571429,1,2,2,2,2,2,2,1.516453897,0.842953236,0.681776611,1.173715998,0.195979086,0.088475635,0.014509063,3398,1,22,0,0,1,0,1,0,0,580,510,5,5
22377339,0,1,0,0,0,0,66,4356,0,0.22745098,-1.821428571,6,5.5,6.5,6.5,5,6.5,4.5,0.459779456,-0.223881388,-0.310671157,1.129485312,-0.035006599,-0.005549226,-0.021041755,3615,0,21,1,0,0,1,0,0,0,556,518,3,3
by2308108,0,0,0,1,0,0,70,4900,0,0.122428917,4.392857143,3,7,7,7,5.5,7,1.75,0.446052092,-0.248129132,-0.236955859,1.177992916,-0.072502462,-0.125932446,0.648142099,5214,1,23,0,0,1,0,0,1,0,556,525,22,10
zy2207207,0,0,1,0,0,0,70,4900,0.5625,0.77748581,14.96428571,5.75,6,6.75,6,5.25,7,3.25,-0.038651257,-0.315935452,-0.618588953,1.504999073,0.157434167,0.567792546,0.082530349,4030,1,24,0,1,0,0,0,0,1,616,598,14,2
21377298,0,0,1,0,0,0,58,3364,0,0.226910569,-6.392857143,1,2.5,2,1.25,3.5,4,2.25,0.227384869,-0.310744649,-0.373425237,1.001473346,0.376532595,0.159230655,0.030586379,4306,1,19,1,0,0,0,1,0,0,500,450,5,5
